"","Start_Date","mean","q10","q50","q90"
"197",2020-07-15,24259.6521223719,15778.9200904813,25041.8527490334,27406.7751255497
"198",2020-07-16,24784.9220072832,19534.0050240349,25085.3272494668,27209.2114551404
"199",2020-07-17,24215.5114875607,19318.4574017846,24620.0660928294,26635.0253329746
"200",2020-07-18,18190.8487947452,16449.9455379783,18147.4611683266,19893.7331570068
"201",2020-07-19,18865.9879811312,16520.8078669716,18848.5113754175,21210.9919875664
"202",2020-07-20,27378.231889369,25470.9529955387,27045.1003939045,29335.4788374403
"203",2020-07-21,21426.9799955885,18978.5968897623,21819.2587672909,23075.6588668479
"204",2020-07-22,25107.0033819351,22928.0561174597,24617.1621272155,27479.0787247626
"205",2020-07-23,25889.1978810706,23833.1127371407,25587.1668374161,28198.5223094501
"206",2020-07-24,24257.9477313525,22353.2954077402,23849.8434100795,26854.870158051
"207",2020-07-25,18531.5394122172,16597.4384164177,18422.6607103335,20534.7156280697
"208",2020-07-26,18986.9063524252,17727.0604550327,18688.8420800231,20686.7144731179
"209",2020-07-27,27657.210582486,24740.8769767316,27867.9297312285,29787.2189036676
"210",2020-07-28,22546.5519388208,20840.802195285,22341.3412938033,24161.9043507104
"211",2020-07-29,24480.6335753681,14621.9630574548,25489.2350775833,27619.4852243616
"212",2020-07-30,25566.2993249167,20773.424323684,25054.1220912447,28825.4542345029
"213",2020-07-31,23772.7555735529,21687.8624615145,23455.650326816,26244.7950016984
"214",2020-08-01,18608.0496552985,16750.2338264413,18516.0364123312,20394.4269083461
"215",2020-08-02,19077.2509725467,18072.3638738354,18984.2319346486,20152.7012851651
"216",2020-08-03,27945.5441685437,25688.5714608305,27537.8079503412,30125.8088498907
"217",2020-08-04,22298.6406838919,20846.1329825173,22430.5327829253,23558.6333318076
"218",2020-08-05,25774.9219416706,23500.9018836391,26246.1632787096,27349.2048894189
"219",2020-08-06,25841.4638711696,21332.4907719442,26357.572955481,28319.5685095775
"220",2020-08-07,24394.0132472952,22201.1592272625,24457.3432078114,26041.5497649291
"221",2020-08-08,17676.1799594337,11055.8798139872,18869.0070506824,20383.4775499002
"222",2020-08-09,18743.7147587684,15192.1874670838,18855.427893819,20967.2705436455
"223",2020-08-10,26842.7737256171,21174.4013019451,27379.42708282,28835.6859668224
"224",2020-08-11,21315.5854963896,14167.2895401045,22235.6980808271,23340.4171932234
"225",2020-08-12,24091.2277864487,20267.7893624088,24893.3719322681,26006.6736988256
"226",2020-08-13,24092.3379999082,15078.5943156832,25003.2949141209,27323.2394334785
"227",2020-08-14,23891.4843133129,19052.1492642453,24055.3386121359,26797.8790578774
"228",2020-08-15,17872.2858831514,15551.8729304109,17802.3919755713,20046.9487736412
"229",2020-08-16,18158.8931879494,14134.0217600217,18523.695742523,21161.9473027166
"230",2020-08-17,27042.603926508,18536.7622024514,28283.4779421614,29663.3466231911
"231",2020-08-18,21928.0318109402,17434.4907623302,22580.876403284,24317.0300691357
